row;prolific_pid;trial_type;trial_index;frames_diff;frames_raw_inside;frames_raw_fn_param;responses;rt;useragent
1;468;html-button-response;0;NULL;NULL;NULL;NULL;25704;"Mozilla/5.0 (Linux; Android 8.1.0; Pixel 2 XL Build/OPM4.171019.021.E1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Mobile Safari/537.36"
