X,CH1,Start,Increment,
Sequence,Volt,-6.740000e-03,2.000000e-05,
0,1.062500e-02,
1,9.374999e-03,
2,1.062500e-02,
3,9.374999e-03,
4,1.062500e-02,
5,9.374999e-03,
6,1.062500e-02,
7,9.374999e-03,
8,1.062500e-02,
9,9.374999e-03,
10,1.062500e-02,
11,9.374999e-03,
12,1.062500e-02,
13,9.374999e-03,
14,1.062500e-02,
15,9.374999e-03,
16,1.062500e-02,
17,9.374999e-03,
18,1.062500e-02,
19,9.374999e-03,
20,1.062500e-02,
21,9.374999e-03,
22,1.000000e-02,
23,1.062500e-02,
24,1.062500e-02,
25,9.374999e-03,
26,1.000000e-02,
27,1.062500e-02,
28,1.125000e-02,
29,9.374999e-03,
30,1.000000e-02,
31,1.062500e-02,
32,1.062500e-02,
33,9.374999e-03,
34,1.062500e-02,
35,9.374999e-03,
36,1.062500e-02,
37,9.374999e-03,
38,1.062500e-02,
39,9.374999e-03,
40,1.062500e-02,
41,9.374999e-03,
42,1.062500e-02,
43,9.374999e-03,
44,1.062500e-02,
45,9.374999e-03,
46,1.062500e-02,
47,9.374999e-03,
48,1.062500e-02,
49,9.374999e-03,
50,1.062500e-02,
51,9.374999e-03,
52,1.062500e-02,
53,9.374999e-03,
54,1.062500e-02,
55,9.374999e-03,
56,1.062500e-02,
57,9.374999e-03,
58,1.000000e-02,
59,1.062500e-02,
60,1.062500e-02,
61,9.374999e-03,
62,1.062500e-02,
63,9.374999e-03,
64,1.000000e-02,
65,1.062500e-02,
66,1.062500e-02,
67,9.374999e-03,
68,1.062500e-02,
69,9.374999e-03,
70,1.062500e-02,
71,9.374999e-03,
72,1.062500e-02,
73,9.374999e-03,
74,1.062500e-02,
75,9.374999e-03,
76,1.062500e-02,
77,9.374999e-03,
78,1.062500e-02,
79,9.374999e-03,
80,1.000000e-02,
81,1.062500e-02,
82,1.000000e-02,
83,1.062500e-02,
84,1.000000e-02,
85,1.062500e-02,
86,1.000000e-02,
87,1.062500e-02,
88,9.374999e-03,
89,1.125000e-02,
90,1.000000e-02,
91,1.062500e-02,
92,1.062500e-02,
93,1.000000e-02,
94,1.062500e-02,
95,9.374999e-03,
96,1.000000e-02,
97,1.062500e-02,
98,1.062500e-02,
99,9.374999e-03,
100,1.062500e-02,
101,9.374999e-03,
102,1.000000e-02,
103,1.062500e-02,
104,1.000000e-02,
105,1.062500e-02,
106,1.000000e-02,
107,1.062500e-02,
108,1.000000e-02,
109,1.062500e-02,
110,1.062500e-02,
111,9.374999e-03,
112,1.062500e-02,
113,9.374999e-03,
114,1.062500e-02,
115,1.000000e-02,
116,1.000000e-02,
117,1.062500e-02,
118,1.062500e-02,
119,9.374999e-03,
120,1.062500e-02,
121,1.000000e-02,
122,1.062500e-02,
123,9.374999e-03,
124,1.000000e-02,
125,1.062500e-02,
126,1.000000e-02,
127,1.062500e-02,
128,1.062500e-02,
129,9.374999e-03,
130,1.125000e-02,
131,9.374999e-03,
132,1.062500e-02,
133,1.000000e-02,
134,1.062500e-02,
135,1.000000e-02,
136,1.062500e-02,
137,1.000000e-02,
138,1.062500e-02,
139,1.000000e-02,
140,1.062500e-02,
141,1.000000e-02,
142,1.062500e-02,
143,1.000000e-02,
144,1.000000e-02,
145,1.062500e-02,
146,1.062500e-02,
147,1.000000e-02,
148,1.000000e-02,
149,1.125000e-02,
150,1.000000e-02,
151,1.125000e-02,
152,1.000000e-02,
153,1.125000e-02,
154,1.000000e-02,
155,1.125000e-02,
156,1.125000e-02,
157,1.000000e-02,
158,1.125000e-02,
159,1.000000e-02,
160,1.062500e-02,
161,1.125000e-02,
162,1.062500e-02,
163,1.125000e-02,
164,1.125000e-02,
165,1.062500e-02,
166,1.062500e-02,
167,1.187500e-02,
168,1.062500e-02,
169,1.187500e-02,
170,1.062500e-02,
171,1.187500e-02,
172,1.062500e-02,
173,1.187500e-02,
174,1.187500e-02,
175,1.062500e-02,
176,1.187500e-02,
177,1.062500e-02,
178,1.187500e-02,
179,1.062500e-02,
180,1.187500e-02,
181,1.062500e-02,
182,1.187500e-02,
183,1.062500e-02,
184,1.187500e-02,
185,1.062500e-02,
186,1.125000e-02,
187,1.187500e-02,
188,1.187500e-02,
189,1.125000e-02,
190,1.125000e-02,
191,1.187500e-02,
192,1.125000e-02,
193,1.187500e-02,
194,1.125000e-02,
195,1.187500e-02,
196,1.125000e-02,
197,1.250000e-02,
198,1.250000e-02,
199,1.062500e-02,
200,1.125000e-02,
201,1.250000e-02,
202,1.125000e-02,
203,1.250000e-02,
204,1.250000e-02,
205,1.125000e-02,
206,1.187500e-02,
207,1.250000e-02,
208,1.250000e-02,
209,1.187500e-02,
210,1.187500e-02,
211,1.312500e-02,
212,1.187500e-02,
213,1.312500e-02,
214,1.250000e-02,
215,1.312500e-02,
216,1.250000e-02,
217,1.375000e-02,
218,1.250000e-02,
219,1.375000e-02,
220,1.250000e-02,
221,1.437500e-02,
222,1.312500e-02,
223,1.437500e-02,
224,1.437500e-02,
225,1.312500e-02,
226,1.375000e-02,
227,1.500000e-02,
228,1.500000e-02,
229,1.375000e-02,
230,1.437500e-02,
231,1.562500e-02,
232,1.500000e-02,
233,1.562500e-02,
234,1.500000e-02,
235,1.625000e-02,
236,1.562500e-02,
237,1.687500e-02,
238,1.625000e-02,
239,1.750000e-02,
240,1.562500e-02,
241,1.812500e-02,
242,1.687500e-02,
243,1.812500e-02,
244,1.750000e-02,
245,1.875000e-02,
246,1.812500e-02,
247,1.937500e-02,
248,1.875000e-02,
249,2.000000e-02,
250,1.937500e-02,
251,2.062500e-02,
252,1.937500e-02,
253,2.125000e-02,
254,2.000000e-02,
255,2.187500e-02,
256,2.062500e-02,
257,2.250000e-02,
258,2.125000e-02,
259,2.312500e-02,
260,2.375000e-02,
261,2.187500e-02,
262,2.312500e-02,
263,2.437500e-02,
264,2.375000e-02,
265,2.500000e-02,
266,2.437500e-02,
267,2.562500e-02,
268,2.500000e-02,
269,2.625000e-02,
270,2.562500e-02,
271,2.750000e-02,
272,2.625000e-02,
273,2.812500e-02,
274,2.750000e-02,
275,2.875000e-02,
276,2.812500e-02,
277,2.937500e-02,
278,2.875000e-02,
279,3.000000e-02,
280,2.937500e-02,
281,3.125000e-02,
282,3.000000e-02,
283,3.187500e-02,
284,3.125000e-02,
285,3.250000e-02,
286,3.187500e-02,
287,3.375000e-02,
288,3.250000e-02,
289,3.375000e-02,
290,3.312500e-02,
291,3.562500e-02,
292,3.437500e-02,
293,3.562500e-02,
294,3.500000e-02,
295,3.625000e-02,
296,3.562500e-02,
297,3.750000e-02,
298,3.625000e-02,
299,3.812500e-02,
300,3.750000e-02,
301,3.875000e-02,
302,3.812500e-02,
303,4.000000e-02,
304,3.875000e-02,
305,4.062500e-02,
306,4.000000e-02,
307,4.125000e-02,
308,4.062500e-02,
309,4.187500e-02,
310,4.125000e-02,
311,4.312500e-02,
312,4.187500e-02,
313,4.375000e-02,
314,4.312500e-02,
315,4.437500e-02,
316,4.375000e-02,
317,4.562500e-02,
318,4.500000e-02,
319,4.625000e-02,
320,4.562500e-02,
